id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD000113,CL00233,P097,Aug 26 2024,4,2730.15,en_cours,TNG,Carte,L4,2024-12-01
CMD000114,CL_DUB_19,P079,Sep 14 2024,3,2138.23,en_cours,Tnja,Carte,L2,2024-12-01
CMD000115,CL00821,P028,2024-07-14,3,3382.32,en_cours,CASA,Carte,L2,2024-12-01
CMD000116,CL00524,P036,06/12/2024,3,4825.18,en_cours,TANGER,Carte,,2024-12-01
CMD000117,CL00632,P057,2024-02-16,1,3635.13,livré,Tnja,Carte,L4,2024-12-01
CMD000118,CL00572,P052,Mar 13 2024,4,2148.05,annulé,tanger,Carte,L3,2024-12-01
CMD000119,CL00242,P012,2024-03-01,3,3012.42,en_cours,casablanca,Carte,L2,2024-12-01
CMD000120,CL00298,P068,12/11/2024,2,4223.48,annulé,tanger,Carte,L1,2024-12-01
CMD000121,CL00243,P083,Nov 26 2024,1,263.8,annulé,Tnja,Carte,L3,2024-12-01
CMD000122,CL00407,P099,Apr 23 2024,2,2203.85,annulé,casablanca,Carte,L4,2024-12-01
CMD000123,CL00828,P006,Apr 05 2024,3,2731.1,KO,tanger,Carte,,2024-12-01
CMD000124,CL00148,P009,2024-11-02,2,2288.9,en_cours,TNG,Carte,L4,2024-12-01
CMD000125,CL00939,P050,16/11/2024,2,204.04,livré,Tnja,Carte,L1,2024-12-01
CMD000126,CL00205,P058,Feb 27 2024,1,215.59,OK,CASA,Carte,L1,2024-12-01
CMD000127,CL00669,P068,2024-07-16,4,482.04,livré,Tnja,Carte,L1,2024-12-01
CMD000128,CL00677,P007,2024-06-19,4,2556.67,KO,TNG,Carte,L1,2024-12-01
CMD000129,CL00846,P021,Jul 01 2024,3,4376.52,DONE,TNG,Carte,L1,2024-12-01
CMD000130,CL00122,P054,2024-12-21,3,1411.78,OK,casablanca,Carte,L4,2024-12-01
CMD000131,CL00058,P078,Aug 28 2024,4,1350.95,annulé,TANGER,Carte,L3,2024-12-01
CMD000132,CL00879,P094,29/12/2024,1,2057.25,OK,tanger,Carte,L1,2024-12-01
CMD000133,CL00035,P007,2024-09-30,3,2627.85,OK,TANGER,Carte,L4,2024-12-01
CMD000134,CL00194,P027,2024-03-03,2,2490.29,KO,casablanca,Carte,L1,2024-12-01
CMD000135,CL00249,P053,19/09/2024,3,2082.48,livré,TNG,Carte,L4,2024-12-01
CMD000136,CL00843,P073,2024-10-08,1,1625.43,annulé,TNG,Carte,L1,2024-12-01
CMD000137,CL00286,P017,13/07/2024,4,2255.06,livré,Tnja,Carte,L3,2024-12-01
CMD000138,CL00788,P033,Aug 04 2024,2,3534.59,KO,TANGER,Carte,L3,2024-12-01
CMD000139,CL00578,P057,2024-05-29,1,363.8,annulé,Tnja,Carte,L3,2024-12-01
CMD000140,CL00724,P001,2024-11-25,2,208.02,KO,casablanca,Carte,L1,2024-12-01
CMD000141,CL00228,P053,2024-10-23,4,1992.4,livré,tanger,Carte,L3,2024-12-01
CMD000142,CL00631,P024,May 08 2024,1,2449.68,OK,Tnja,Carte,L2,2024-12-01
CMD000143,CL00422,P014,19/10/2024,3,293.52,annulé,casablanca,Carte,L2,2024-12-01
CMD000144,CL00508,P077,2024-08-07,4,388.59,KO,Tnja,Carte,L2,2024-12-01
CMD000145,CL00891,P035,23/03/2024,1,4559.57,OK,casablanca,Carte,,2024-12-01
CMD000146,CL00641,P071,2024-04-30,3,1773.43,livré,CASA,Carte,L3,2024-12-01
CMD000147,CL00991,P028,2024-11-08,2,1025.09,annulé,TANGER,Carte,L1,2024-12-01
CMD000148,CL00153,P063,2024-08-14,1,2139.25,KO,Tnja,Carte,L2,2024-12-01
CMD000149,CL00144,P055,2024-02-10,2,1034.53,en_cours,casablanca,Carte,L2,2024-12-01
CMD000150,CL00636,P004,06/06/2024,2,1776.64,OK,Tnja,Carte,L3,2024-12-01
CMD000151,CL00859,P045,Sep 20 2024,4,779.6,KO,TNG,Carte,L2,2024-12-01
CMD000152,CL00413,P025,20/12/2024,2,862.19,annulé,TNG,Carte,L2,2024-12-01
CMD000153,CL00383,P077,2024-09-04,1,3821.84,annulé,Tnja,Carte,L2,2024-12-01
CMD000154,CL00076,P003,2024-02-10,3,4644.38,DONE,TNG,Carte,L3,2024-12-01
CMD000155,CL00654,P068,Mar 26 2024,4,3534.57,OK,tanger,Carte,L3,2024-12-01
CMD000156,CL00588,P096,2024-01-08,1,2187.23,OK,casablanca,Carte,L3,2024-12-01
CMD000157,CL00276,P037,Nov 02 2024,2,3872.03,OK,TANGER,Carte,L4,2024-12-01
CMD000158,CL00261,P016,Jul 31 2024,1,4645.76,annulé,Tnja,Carte,L3,2024-12-01
CMD000159,CL00462,P080,2024-11-30,2,1274.65,KO,TNG,Carte,L2,2024-12-01
CMD000160,CL00161,P051,25/11/2024,2,4665.16,annulé,TANGER,Carte,L4,2024-12-01
CMD000161,CL00690,P091,06/09/2024,3,480.39,DONE,CASA,Carte,L3,2024-12-01
CMD000162,CL_DUB_23,P054,Nov 03 2024,1,816.84,livré,TANGER,Carte,,2024-12-01
CMD000163,CL00452,P027,2024-08-30,3,1070.1,DONE,tanger,Carte,L1,2024-12-01
CMD000164,CL00152,P087,2024-04-06,4,4084.86,livré,tanger,Carte,L1,2024-12-01
CMD000165,CL00375,P012,13/11/2024,4,2553.02,en_cours,tanger,Carte,L3,2024-12-01
CMD000166,CL00172,P075,2024-02-21,4,2166.47,DONE,CASA,Carte,L3,2024-12-01
CMD000167,CL00255,P075,2024-04-02,3,3131.94,KO,TANGER,Carte,L1,2024-12-01
CMD000168,CL00865,P070,Aug 29 2024,4,2985.74,KO,casablanca,Carte,L3,2024-12-01
CMD000169,CL00066,P069,2024-04-24,2,3386.49,OK,TNG,Carte,L4,2024-12-01
CMD000170,CL00694,P035,2024-03-25,2,1991.3,KO,Tnja,Carte,L2,2024-12-01
CMD000171,CL00442,P033,Sep 10 2024,4,4855.86,DONE,Tnja,Carte,L4,2024-12-01
CMD000172,CL00090,P062,31/08/2024,4,1393.92,KO,Tnja,Carte,L3,2024-12-01
CMD000173,CL00397,P023,25/05/2024,1,4963.28,DONE,CASA,Carte,L4,2024-12-01
CMD000174,CL00593,P004,2024-01-06,3,221.44,en_cours,tanger,Carte,L1,2024-12-01
CMD000175,CL00241,P052,28/02/2024,-2,533.48,annulé,Tnja,Carte,L1,2024-12-01
CMD000176,CL00081,P029,Nov 05 2024,3,3963.45,OK,TANGER,Carte,L4,2024-12-01
CMD000177,CL00042,P022,Dec 17 2024,4,2311.88,livré,TANGER,Carte,L1,2024-12-01
CMD000178,CL00515,P012,Jan 03 2024,1,700.86,annulé,TNG,Carte,L2,2024-12-01
CMD000179,CL00436,P033,Jan 18 2024,4,3590.41,livré,casablanca,Carte,L4,2024-12-01
CMD000180,CL_DUB_23,P002,2024-09-10,2,1137.44,DONE,casablanca,Carte,L2,2024-12-01
CMD000181,CL00240,P059,2024-12-12,3,4609.91,livré,TNG,Carte,,2024-12-01
CMD000182,CL00853,P069,15/05/2024,4,3697.94,DONE,CASA,Carte,L3,2024-12-01
CMD000183,CL00530,P059,2024-10-21,2,2673.87,annulé,casablanca,Carte,L2,2024-12-01
CMD000184,CL00083,P074,2024-09-08,1,4777.45,KO,TANGER,Carte,,2024-12-01
CMD000185,CL00075,P014,Apr 10 2024,2,3714.9,DONE,casablanca,Carte,L1,2024-12-01
CMD000186,CL00961,P078,2024-06-19,2,4393.51,DONE,TNG,Carte,L1,2024-12-01
CMD000187,CL00209,P057,Dec 12 2024,1,3987.65,en_cours,Tnja,Carte,L1,2024-12-01
CMD000188,CL00528,P081,25/03/2024,3,4622.01,annulé,Tnja,Carte,L2,2024-12-01
CMD000189,CL00035,P046,19/01/2024,3,986.65,en_cours,TNG,Carte,L3,2024-12-01
CMD000190,CL00890,P043,2024-06-11,1,4499.44,DONE,TANGER,Carte,L4,2024-12-01
CMD000191,CL00245,P013,2024-05-16,1,2927.21,DONE,TANGER,Carte,L3,2024-12-01
CMD000192,CL00354,P070,2024-06-27,1,1589.65,livré,tanger,Carte,,2024-12-01
CMD000193,CL00609,P096,02/02/2024,1,122.03,annulé,TNG,Carte,L4,2024-12-01
CMD000194,CL00123,P040,06/08/2024,2,3441.49,annulé,TNG,Carte,L3,2024-12-01
CMD000195,CL00834,P040,Oct 31 2024,1,1026.11,livré,TNG,Carte,L1,2024-12-01
CMD000196,CL00692,P096,05/02/2024,4,4231.09,livré,casablanca,Carte,L2,2024-12-01
CMD000197,CL00481,P001,02/10/2024,2,391.09,annulé,Tnja,Carte,L4,2024-12-01
CMD000198,CL00837,P013,2024-07-26,3,1538.52,en_cours,Tnja,Carte,L3,2024-12-01
CMD000199,CL00941,P029,2024-08-26,4,4990.59,KO,tanger,Carte,L3,2024-12-01
CMD000200,CL00393,P059,24/06/2024,1,3116.07,livré,CASA,Carte,L4,2024-12-01
CMD000201,CL_DUB_11,P063,Mar 19 2024,3,746.84,livré,CASA,Carte,L4,2024-12-01
CMD000202,CL00923,P001,25/01/2024,2,265.95,annulé,casablanca,Carte,L4,2024-12-01
CMD000203,CL00705,P029,2024-09-07,4,3734.91,OK,TANGER,Carte,L3,2024-12-01
CMD000204,CL00086,P019,03/02/2024,2,1025.39,DONE,CASA,Carte,L1,2024-12-01
CMD000205,CL00403,P066,16/03/2024,2,4255.78,en_cours,TANGER,Carte,L1,2024-12-01
CMD000206,CL00892,P017,2024-09-15,1,4738.05,annulé,CASA,Carte,L1,2024-12-01
CMD000207,CL00680,P017,22/10/2024,4,1599.53,DONE,tanger,Carte,L4,2024-12-01
CMD000208,CL00414,P058,2024-09-01,3,3566.0,annulé,tanger,Carte,L2,2024-12-01
CMD000209,CL00953,P034,May 11 2024,1,3567.14,livré,casablanca,Carte,L3,2024-12-01
CMD000210,CL00651,P056,Feb 14 2024,4,3867.47,annulé,casablanca,Carte,L4,2024-12-01
CMD000211,CL00769,P093,Aug 14 2024,1,794.53,annulé,casablanca,Carte,L1,2024-12-01
CMD000212,CL00004,P072,16/01/2024,3,2438.03,livré,CASA,Carte,,2024-12-01
CMD000213,CL00731,P029,04/11/2024,3,2345.17,OK,TNG,Carte,L2,2024-12-01
CMD000214,CL00694,P055,Jul 01 2024,2,552.16,KO,tanger,Carte,L4,2024-12-01
CMD000215,CL00346,P090,2024-11-26,3,158.38,livré,CASA,Carte,L3,2024-12-01
CMD000216,CL00682,P077,02/11/2024,3,4191.83,livré,casablanca,Carte,L1,2024-12-01
CMD000217,CL00936,P096,Nov 13 2024,1,437.99,livré,Tnja,Carte,L2,2024-12-01
CMD000218,CL00243,P061,Feb 17 2024,1,3773.29,KO,tanger,Carte,L1,2024-12-01
CMD000219,CL00003,P002,2024-10-28,1,4507.11,en_cours,Tnja,Carte,L1,2024-12-01
CMD000220,CL00813,P041,27/05/2024,3,4269.1,OK,casablanca,Carte,L4,2024-12-01
CMD000221,CL00683,P013,03/11/2024,3,3034.54,KO,Tnja,Carte,L3,2024-12-01
CMD000222,CL00124,P041,21/09/2024,1,2367.01,KO,Tnja,Carte,L1,2024-12-01
CMD000223,CL00564,P064,2024-08-23,4,4073.29,DONE,TANGER,Carte,L3,2024-12-01
CMD000224,CL00360,P011,2024-03-07,3,1234.42,KO,CASA,Carte,L3,2024-12-01
CMD000225,CL00369,P044,28/05/2024,2,2338.85,KO,CASA,Carte,L4,2024-12-01
CMD000226,CL00567,P039,Jan 04 2024,3,1442.49,en_cours,CASA,Carte,L2,2024-12-01
CMD000227,CL00664,P051,15/04/2024,4,862.28,DONE,TANGER,Carte,L1,2024-12-01
CMD000228,CL00196,P078,Mar 05 2024,3,726.91,livré,casablanca,Carte,L4,2024-12-01
CMD000229,CL00885,P004,04/03/2024,4,634.12,OK,TNG,Carte,L1,2024-12-01
CMD000230,CL00447,P094,Dec 05 2024,1,1011.32,annulé,casablanca,Carte,L4,2024-12-01
CMD000231,CL00832,P051,18/06/2024,2,453.35,livré,Tnja,Carte,L1,2024-12-01
CMD000232,CL00317,P030,2024-01-22,4,714.38,KO,casablanca,Carte,L1,2024-12-01
CMD000233,CL00191,P009,21/08/2024,2,2918.55,en_cours,TANGER,Carte,L3,2024-12-01
CMD000234,CL00410,P092,2024-04-19,2,1601.48,KO,tanger,Carte,L4,2024-12-01
CMD000235,CL00488,P012,2024-04-26,2,2593.13,annulé,casablanca,Carte,L1,2024-12-01
CMD000236,CL00871,P078,2024-02-13,3,590.05,annulé,TANGER,Carte,L4,2024-12-01
CMD000237,CL00792,P042,2024-03-12,4,2984.15,OK,TNG,Carte,L3,2024-12-01
CMD000238,CL00759,P027,11/06/2024,4,1151.41,en_cours,CASA,Carte,L1,2024-12-01
CMD000239,CL00173,P071,01/03/2024,4,2972.92,KO,tanger,Carte,,2024-12-01
CMD000240,CL00720,P075,2024-04-20,2,584.93,KO,TANGER,Carte,L3,2024-12-01
CMD000241,CL00592,P018,25/12/2024,2,3217.79,annulé,CASA,Carte,L2,2024-12-01
CMD000242,CL00087,P096,2024-04-12,2,4644.96,DONE,tanger,Carte,L3,2024-12-01
CMD000243,CL00337,P065,2024-05-31,4,4073.06,livré,CASA,Carte,L1,2024-12-01
CMD000244,CL00868,P070,2024-04-17,2,1682.59,OK,Tnja,Carte,L1,2024-12-01
CMD000245,CL00287,P059,Mar 29 2024,3,3806.03,en_cours,TANGER,Carte,L1,2024-12-01
CMD000246,CL00131,P071,05/09/2024,3,4692.94,en_cours,TANGER,Carte,L2,2024-12-01
CMD000247,CL00203,P100,22/03/2024,3,2469.33,en_cours,tanger,Carte,L4,2024-12-01
CMD000248,CL00536,P066,16/12/2024,1,4984.22,en_cours,tanger,Carte,L4,2024-12-01
CMD000249,CL00035,P074,03/07/2024,-2,3736.35,annulé,tanger,Carte,L4,2024-12-01
CMD000250,CL00621,P011,09/05/2024,4,181.44,DONE,TNG,Carte,L3,2024-12-01
CMD000251,CL_DUB_26,P024,May 01 2024,3,1868.11,en_cours,tanger,Carte,L3,2024-12-01
CMD000252,CL00848,P021,23/10/2024,1,2183.86,livré,TANGER,Carte,L2,2024-12-01
CMD000253,CL00045,P016,Feb 02 2024,4,1987.57,livré,TANGER,Carte,L1,2024-12-01
CMD000254,CL00224,P076,2024-12-17,3,3597.04,en_cours,TNG,Carte,L4,2024-12-01
CMD000255,CL00052,P060,20/12/2024,3,3350.54,KO,CASA,Carte,L3,2024-12-01
CMD000256,CL00877,P057,2024-05-20,2,3659.9,DONE,TNG,Carte,L2,2024-12-01
CMD000257,CL00958,P007,Sep 30 2024,1,421.26,livré,CASA,Carte,,2024-12-01
CMD000258,CL00995,P024,18/09/2024,2,4221.65,en_cours,TNG,Carte,L1,2024-12-01
CMD000259,CL00871,P037,03/02/2024,2,425.52,en_cours,tanger,Carte,L3,2024-12-01
CMD000260,CL00957,P051,2024-04-04,4,2348.9,en_cours,casablanca,Carte,L1,2024-12-01
CMD000261,CL00351,P018,30/11/2024,1,3171.39,annulé,Tnja,Carte,L4,2024-12-01
CMD000262,CL00573,P076,30/04/2024,3,2530.96,KO,casablanca,Carte,L4,2024-12-01
CMD000263,CL00625,P051,2024-06-18,2,4693.52,OK,casablanca,Carte,L1,2024-12-01
CMD000264,CL00377,P098,12/03/2024,1,3859.34,KO,tanger,Carte,L3,2024-12-01
CMD000265,CL00678,P062,Jan 25 2024,1,4574.83,livré,TNG,Carte,L3,2024-12-01
CMD000266,CL00911,P044,2024-08-21,2,2348.29,OK,TNG,Carte,,2024-12-01
CMD000267,CL00971,P074,19/10/2024,1,2038.62,KO,CASA,Carte,,2024-12-01
CMD000268,CL00533,P092,2024-06-11,1,2790.15,OK,TANGER,Carte,L4,2024-12-01
CMD000269,CL_DUB_18,P087,04/02/2024,1,1166.35,annulé,casablanca,Carte,L2,2024-12-01
CMD000270,CL00011,P073,01/01/2024,2,4703.05,DONE,TNG,Carte,L4,2024-12-01
CMD000271,CL_DUB_10,P030,2024-05-05,1,4096.65,annulé,TNG,Carte,L4,2024-12-01
CMD000272,CL00805,P046,Aug 20 2024,3,270.71,OK,casablanca,Carte,L3,2024-12-01
CMD000273,CL00632,P008,2024-01-12,3,3716.27,DONE,CASA,Carte,L4,2024-12-01
