id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD003120,C00165,P032,2024-09-28,4,1002.57,retourné,MARRAKECH,virement,L004,2024-10-04
CMD004169,C00037,P010,Apr 13 2024,9,13316.4,livre,Casa,cash,L030,2024-04-19
CMD000052,C00375,P032,07/02/2024,8,1082.04,annulé,fes,virement,L020,
CMD003053,C00900,P007,11/02/2022,3,15084.08,retourné,RABAT,wafacash,L007,2022-02-19
CMD004860,C00642,P004,2024-12-17,2,4503.9,en_cours,MARRAKECH,cmi,,
CMD000294,C01028,P015,2022-03-26,3,1232.49,livré,meknes,wafacash,L019,2022-03-27
CMD002037,C00111,P016,2022-12-12,3,1299.11,retourne,Tanger,cash,L017,2022-12-19
CMD000620,C00243,P016,2024-01-17,3,1121.98,livré,Meknès,cmi,L027,2024-01-19
CMD003073,C00358,P025,2022-03-06,10,976.64,livre,Fès,wafacash,L021,2022-03-07
CMD001131,C00848,P022,Feb 18 2024,3,801.64,retourné,agadir,wafacash,L028,2024-02-23
CMD003403,C00959,P021,May 06 2024,10,500.77,livré,marrakech,carte_bancaire,L017,2024-05-10
CMD001497,C00456,P030,2022-11-19,1,91.52,en_cours,Meknès,cmi,L020,
CMD004525,C00906,P020,2022-03-10,5,293.66,retourne,Meknès,carte_bancaire,L004,2022-03-21
CMD000015,C01164,P011,2022-07-19,4,3277.11,OK,RABAT,carte_bancaire,L021,2022-07-20
CMD004196,C00554,P011,2023-03-26,10,2887.87,en_cours,AGADIR,carte_bancaire,L004,
CMD003941,C00888,P019,2024-03-23,9,1529.15,retourne,Meknès,virement,L028,2024-04-02
CMD002549,C00872,P023,27/05/2023,4,2387.63,annule,Agadir,cash,L025,
CMD002121,C00253,P002,03/03/2022,5,10541.44,en_cours,marrakech,wafacash,,
CMD003203,C01087,P008,13/12/2023,2,11472.19,DONE,TANGER,wafacash,L011,2023-12-16
CMD002343,C00851,P012,Apr 21 2024,9,2401.69,livre,Tanger,virement,,2024-04-27
CMD002442,C00172,P004,2023-11-23,-1,4275.41,retourné,MEKNES,cash,L002,2023-12-05
CMD002905,C00052,P004,2023-01-17,8,4266.05,livré,AGADIR,cmi,L001,2023-01-20
CMD001150,C01060,P022,2024-09-01,8,849.38,LIVRE,FES,carte_bancaire,L012,2024-09-04
CMD002286,C01104,P004,Mar 04 2024,1,5302.57,retourné,MEKNES,virement,L012,2024-03-11
CMD001042,C01195,P026,Apr 20 2022,8,220.31,KO,Agadir,wafacash,L027,
CMD004685,C00182,P027,Nov 29 2023,5,366.04,OK,Rabat,wafacash,L022,2023-11-30
CMD000625,C00007,P021,2022-02-04,5,476.62,retourné,Tanger,cmi,L026,2022-02-16
CMD004996,C00116,P013,2022-03-12,4,2420.29,retourné,meknes,virement,L007,2022-03-25
CMD001614,C00902,P008,Dec 25 2023,1,12758.18,livré,casablanca,carte_bancaire,L028,2023-12-31
CMD000852,C00669,P009,11/12/2022,2,12563.74,livré,Rabat,cmi,L004,2022-12-14
CMD002310,C00952,P028,20/09/2023,3,207.47,retourne,MEKNES,virement,L012,2023-09-23
CMD004858,C00926,P012,2022-12-16,1,2493.32,livre,Fez,cmi,L020,2022-12-19
CMD000404,C01030,P025,May 11 2022,5,803.95,livre,RABAT,carte_bancaire,L030,2022-05-12
CMD001737,C00866,P005,May 19 2024,8,10102.81,en_cours,CASABLANCA,cash,L010,
CMD004955,C00937,P015,2023-11-20,2,1342.09,en_cours,RABAT,cmi,,
CMD002314,C01044,P010,03/03/2023,1,11688.68,livré,meknes,virement,L019,2023-03-04
CMD004532,C00441,P011,2022-08-16,3,3049.82,livré,TANGER,virement,L020,2022-08-23
CMD003025,C00554,P012,Sep 03 2022,9,2208.43,en_cours,tanger,cmi,L007,
CMD003896,C00269,P006,2023-12-06,2,17105.83,retourné,Fez,cash,L026,2023-12-16
CMD002045,C00963,P017,2022-08-01,9,339.31,DONE,Mrakch,wafacash,L021,2022-08-03
CMD004035,C00031,P024,Oct 16 2024,1,1116.16,livré,Marrakesh,virement,L026,2024-10-23
CMD002074,C00092,P014,11/06/2024,7,700.62,OK,MEKNES,virement,,2024-06-18
CMD004506,C00471,P031,Jan 08 2024,7,1013.34,LIVRE,Casa,virement,L028,2024-01-12
CMD002456,C00781,P002,2022-02-23,8,9258.73,OK,Casablanca,virement,L002,2022-03-02
CMD003512,C00550,P008,29/06/2024,6,13156.83,OK,casablanca,cash,L002,2024-07-01
CMD002691,C00318,P029,2022-07-23,4,297.01,livre,Marrakesh,virement,L007,2022-07-29
CMD000071,C00002,P019,Aug 01 2024,8,1422.18,annule,Agadir,cmi,L015,
CMD000406,C00373,P008,2023-05-06,5,11774.82,OK,FES,carte_bancaire,L013,2023-05-07
CMD000316,C00701,P015,May 30 2024,10,1385.51,annule,TNG,cmi,L027,
CMD002677,C00228,P009,09/03/2023,3,10760.8,KO,Fez,virement,L022,
CMD000441,C00457,P021,2023-02-26,6,513.85,livré,RABAT,virement,L017,2023-02-28
CMD002425,C00616,P024,Jul 22 2023,9,1086.45,annule,RABAT,cmi,L029,
CMD003730,C01075,P001,24/03/2023,8,12457.3,annule,fes,carte_bancaire,L013,
CMD004475,C00997,P017,2022-07-15,10,342.06,livré,agadir,wafacash,L004,2022-07-17
CMD003020,C00973,P009,2023-01-05,8,10329.84,livre,TANGER,wafacash,L007,2023-01-12
CMD001951,C00320,P025,Oct 11 2024,6,964.31,retourné,TANGER,wafacash,L025,2024-10-21
CMD002021,C01073,P012,2023-03-08,3,2464.25,livré,Mrakch,wafacash,L021,2023-03-11
CMD000154,C01181,P031,2023-08-12,2,1055.03,livre,Mrakch,wafacash,L011,2023-08-16
CMD000283,C00172,P016,27/01/2024,10,1297.53,retourné,FES,cmi,L029,2024-01-31
CMD002714,C00617,P010,12/04/2022,3,11842.24,retourne,Tanger,cash,L014,2022-04-25
CMD000030,C00065,P032,Oct 17 2023,5,1064.23,DONE,meknes,wafacash,L014,2023-10-23
CMD002893,C00541,P018,2024-03-28,7,741.68,OK,casablanca,cmi,L024,2024-04-03
CMD000375,C00586,P007,2024-07-29,3,15103.0,en_cours,FES,cash,L008,
CMD000463,C00187,P030,Nov 30 2022,3,95.25,livré,MARRAKECH,cmi,L009,2022-12-06
CMD000028,C00606,P008,Mar 01 2023,2,12039.37,livré,marrakech,virement,L001,2023-03-07
CMD003327,C00116,P010,Aug 02 2024,10,0,DONE,CASABLANCA,cmi,L003,2024-08-09
CMD004223,C00259,P004,08/10/2023,7,4829.43,OK,Tnja,cmi,L027,2023-10-09
CMD003051,C00117,P007,15/11/2023,9,16361.72,annule,agadir,wafacash,L004,
CMD003584,C00672,P028,26/08/2022,4,191.37,livré,TANGER,cmi,L023,2022-09-02
CMD000839,C00827,P008,2023-07-16,10,11391.6,retourne,RABAT,carte_bancaire,L028,2023-07-25
CMD002142,C00767,P005,Dec 25 2023,2,10165.07,LIVRE,rabat,wafacash,L005,2023-12-27
CMD003075,C00705,P030,03/08/2024,2,93.79,en_cours,MARRAKECH,carte_bancaire,L009,
CMD000323,C00470,P022,2023-04-16,1,971.11,OK,MEKNES,carte_bancaire,L023,2023-04-23
CMD004349,C00451,P010,02/11/2023,1,13618.45,annule,Fez,carte_bancaire,L030,
CMD003886,C00527,P026,2023-12-18,10,200.06,OK,Marrakesh,wafacash,L025,2023-12-21
CMD000373,C01168,P019,21/09/2023,6,1281.84,DONE,Marrakesh,cmi,L028,2023-09-28
CMD000778,C00110,P009,2024-10-12,7,12474.79,annule,casablanca,cmi,L005,
CMD003469,C01200,P024,2022-11-28,1,1054.24,LIVRE,TANGER,cash,L028,2022-12-03
CMD001855,C00844,P001,2022-03-27,4,12504.07,LIVRE,Tanger,cash,L013,2022-04-02
CMD001182,C01132,P005,2024-02-05,2,10982.58,livré,FES,cmi,L001,2024-02-09
CMD000046,C00136,P006,Oct 26 2022,1,18965.39,annulé,Fez,virement,L018,
CMD001597,C01191,P028,2023-02-26,5,192.4,en_cours,marrakech,virement,L026,
CMD003359,C00740,P032,15/07/2024,4,877.81,annule,Casa,cash,,
CMD002119,C00438,P032,Sep 25 2024,3,898.28,retourné,FES,cmi,L012,2024-10-02
CMD003242,C00845,P009,Aug 22 2022,6,11623.45,LIVRE,Fez,carte_bancaire,L004,2022-08-29
CMD001190,C00151,P009,Jun 04 2023,8,0,livré,Rabat,virement,L008,2023-06-11
CMD000236,C00455,P028,Jul 08 2024,8,183.71,DONE,Tanger,carte_bancaire,L028,2024-07-13
CMD000277,C00140,P018,2022-01-07,2,624.23,livre,Fès,wafacash,L026,2022-01-12
CMD004491,C00013,P011,Apr 17 2022,2,3207.35,livré,meknes,cmi,L020,2022-04-23
CMD002667,C01145,P027,Mar 20 2023,4,311.26,DONE,CASABLANCA,wafacash,L029,2023-03-26
CMD000990,C00823,P023,2022-11-02,3,2242.25,KO,CASABLANCA,carte_bancaire,L001,
CMD001919,C00067,P004,19/05/2022,5,4419.63,DONE,tanger,cmi,L016,2022-05-21
CMD004623,C00707,P028,2024-08-11,4,188.28,livre,Mrakch,wafacash,L008,2024-08-13
CMD003971,C00316,P025,2022-08-09,6,847.04,livre,Tnja,wafacash,L012,2022-08-14
CMD002768,C00572,P013,08/10/2024,4,2014.62,retourne,MARRAKECH,virement,L022,2024-10-13
CMD001500,C00862,P023,14/01/2024,1,2131.45,DONE,marrakech,wafacash,L022,2024-01-21
CMD000138,C00838,P008,Jul 29 2023,8,10917.13,livré,Fès,carte_bancaire,L009,2023-08-05
CMD003324,C00254,P001,13/05/2022,4,12817.45,retourne,CASABLANCA,carte_bancaire,L009,2022-05-16
CMD000978,C00887,P032,20/02/2023,10,1093.59,livré,fes,wafacash,L024,2023-02-23
CMD001699,C00233,P014,15/11/2022,10,768.7,LIVRE,CASABLANCA,wafacash,L017,2022-11-21
CMD000945,C00156,P014,08/11/2023,2,808.13,annulé,Casablanca,cmi,L017,
CMD001916,C00338,P021,Jan 05 2022,4,429.65,livre,meknes,carte_bancaire,L016,2022-01-07
CMD000374,C00685,P021,17/01/2022,6,433.24,livré,Rabat,virement,L029,2022-01-21
CMD004208,C00457,P022,2023-04-24,6,788.67,livré,tanger,cmi,L027,2023-05-01
CMD004568,C00916,P022,Jan 13 2023,6,935.63,livré,Meknès,carte_bancaire,L005,2023-01-18
CMD002556,C00515,P015,2024-04-30,4,1258.61,retourne,Meknès,virement,L003,2024-05-11
CMD002293,C00082,P015,2022-11-17,2,1234.7,livré,casablanca,virement,L013,2022-11-18
CMD003118,C00936,P027,2022-01-17,1,334.26,annulé,agadir,virement,L005,
CMD003437,C00615,P021,2022-06-25,3,531.36,LIVRE,RABAT,wafacash,L026,2022-07-02
CMD000187,C00468,P015,2023-10-30,10,1315.3,annule,Tanger,wafacash,L027,
CMD003123,C00676,P017,31/12/2024,7,348.43,OK,CASABLANCA,virement,L026,2025-01-03
CMD000280,C00509,P015,Dec 23 2022,7,1343.48,annule,agadir,wafacash,L019,
CMD000148,C00109,P012,20/04/2023,4,2441.78,KO,fes,carte_bancaire,L018,
CMD002653,C00860,P020,Dec 31 2024,5,294.94,livré,Tnja,cash,L002,2025-01-04
CMD002925,C00604,P015,2022-05-15,2,1417.1,livré,Rabat,cash,L007,2022-05-22
CMD004179,C00787,P008,2022-07-16,1,11146.1,livré,Meknès,virement,L030,2022-07-21
CMD000677,C00667,P015,06/08/2024,5,1248.56,DONE,agadir,cash,L022,2024-08-07
CMD001816,C00030,P030,2022-09-09,3,75.8,OK,CAS,wafacash,L025,2022-09-12
CMD004381,C00161,P015,2023-11-07,2,1123.24,OK,CASABLANCA,cmi,L004,2023-11-11
CMD003131,C00478,P014,09/02/2024,8,741.35,livré,TNG,wafacash,L019,2024-02-13
CMD001603,C00060,P026,Dec 17 2024,7,198.11,livré,Fez,wafacash,L004,2024-12-19
CMD004537,C01137,P007,Oct 25 2022,10,13554.95,KO,agadir,wafacash,L016,
CMD000833,C00467,P020,2023-07-15,7,258.53,KO,CAS,wafacash,L016,
CMD003409,C00406,P023,31/12/2024,9,2354.21,en_cours,Casa,virement,L020,
CMD003172,C00561,P008,2024-04-17,2,12438.5,livré,Rabat,cash,L016,2024-04-19
CMD001088,C01001,P032,2023-06-27,6,1020.01,en_cours,Casa,virement,L023,
CMD000363,C00040,P010,Nov 04 2023,8,11657.19,OK,casablanca,cash,L013,2023-11-10
CMD003278,C00610,P011,2024-08-09,2,3204.23,livre,agadir,virement,L007,2024-08-13
CMD004354,C00233,P011,2024-10-28,6,2939.99,DONE,MARRAKECH,carte_bancaire,L002,2024-11-02
CMD002994,C00352,P017,2023-02-24,10,416.59,LIVRE,FES,virement,L006,2023-02-28
CMD001520,C00642,P023,17/04/2024,2,2688.26,livré,TNG,virement,L017,2024-04-22
CMD000220,C01091,P018,12/03/2024,4,628.15,KO,Tnja,virement,L009,
CMD004745,C00962,P029,2024-07-26,6,297.35,livre,TANGER,virement,L003,2024-07-28
CMD004599,C00574,P021,11/01/2023,4,463.96,OK,Marrakesh,cmi,L025,2023-01-13
CMD000855,C00095,P005,2022-08-22,5,9021.79,KO,Tnja,cash,L006,
CMD000149,C00695,P006,Jun 16 2023,9,17890.66,DONE,Marrakesh,cash,L026,2023-06-18
CMD003925,C01149,P011,15/12/2023,6,2638.24,livré,casablanca,carte_bancaire,L023,2023-12-19
CMD004694,C01124,P020,2023-03-28,6,290.42,KO,TANGER,carte_bancaire,,
CMD003464,C00561,P010,05/02/2023,5,11751.75,livré,Agadir,cash,L025,2023-02-10
CMD001368,C00111,P021,09/08/2023,6,491.7,annulé,MEKNES,cash,L030,
CMD003072,C00400,P004,2022-03-31,5,4537.08,OK,FES,cmi,L028,2022-04-04
CMD001277,C00593,P005,Apr 03 2022,2,8994.11,livré,Mrakch,carte_bancaire,L028,2022-04-10
CMD000708,C01187,P022,12/01/2023,8,784.11,DONE,fes,carte_bancaire,L019,2023-01-18
CMD003150,C00860,P021,Jul 08 2022,7,435.62,LIVRE,Marrakesh,carte_bancaire,L011,2022-07-14
CMD001685,C01109,P008,2022-09-25,8,11444.19,annulé,Casablanca,cmi,L008,
CMD003284,C00629,P006,Jan 23 2022,7,20361.05,LIVRE,Fès,cash,L007,2022-01-25
CMD003003,C00490,P021,18/08/2022,9,521.24,livré,marrakech,virement,L016,2022-08-19
CMD001722,C00450,P007,Dec 13 2022,9,16153.31,en_cours,CASABLANCA,cash,L015,
CMD000156,C01057,P018,Dec 21 2024,7,635.36,livré,MEKNES,virement,L011,2024-12-24
CMD002182,C00035,P018,Jun 21 2024,6,601.39,retourne,Casablanca,virement,L002,2024-07-04
CMD004338,C00082,P004,2022-07-22,2,5024.12,LIVRE,Casa,cmi,L029,2022-07-23
CMD000976,C00288,P009,2024-05-28,6,12794.58,KO,Casablanca,cmi,L009,
CMD002692,C00983,P025,2024-11-24,4,858.08,DONE,Fez,carte_bancaire,L017,2024-11-30
CMD004070,C00177,P007,21/08/2024,4,12915.0,livré,Tanger,virement,L007,2024-08-25
CMD000641,C00604,P011,2024-02-01,5,2852.16,annule,Casa,carte_bancaire,L004,
CMD004226,C00238,P012,05/05/2022,3,2212.23,OK,RABAT,virement,,2022-05-06
CMD004999,C01179,P012,2024-09-25,2,2334.1,annulé,Mrakch,virement,L018,
CMD002812,C00372,P009,12/06/2023,9,10326.39,en_cours,MARRAKECH,carte_bancaire,L015,
CMD001492,C01188,P014,Jul 28 2022,4,843.85,OK,AGADIR,carte_bancaire,,2022-08-03
CMD001297,C00655,P030,2022-09-14,2,83.19,DONE,AGADIR,wafacash,L007,2022-09-17
CMD003339,C01160,P001,2022-06-05,10,14063.74,en_cours,Fez,wafacash,L027,
CMD002942,C00553,P015,2024-09-25,4,1161.51,annulé,Tnja,carte_bancaire,L004,
CMD001618,C00308,P018,Nov 06 2023,6,739.17,LIVRE,TANGER,wafacash,L005,2023-11-13
CMD003011,C00215,P016,Jul 09 2023,10,1402.62,retourne,FES,virement,,2023-07-14
CMD004782,C00042,P022,Aug 12 2022,-5,890.89,KO,rabat,carte_bancaire,,
CMD000651,C00045,P011,2022-04-02,2,3180.74,livré,Fès,carte_bancaire,L025,2022-04-03
CMD003000,C00970,P021,24/11/2022,2,444.91,livré,Fez,cmi,,2022-11-28
CMD000849,C00831,P021,2024-05-16,6,528.81,DONE,Fez,wafacash,L001,2024-05-18
CMD002256,C00286,P010,Nov 25 2022,2,12791.84,annulé,Tanger,virement,,
CMD002032,C00346,P016,Feb 22 2022,1,1245.0,livré,CAS,wafacash,L030,2022-02-24
CMD003566,C00096,P012,Feb 11 2022,9,2325.43,OK,Fès,wafacash,,2022-02-13
CMD000462,C00060,P014,09/07/2023,3,787.05,annulé,TANGER,wafacash,L026,
CMD003262,C00580,P018,11/10/2022,4,716.35,retourne,Agadir,cmi,L011,2022-10-24
CMD000433,C01160,P031,2023-03-18,7,970.0,livré,MEKNES,wafacash,L006,2023-03-20
CMD004039,C00907,P032,06/01/2022,8,1064.34,LIVRE,agadir,cash,L010,2022-01-12
CMD001905,C00363,P027,2023-03-10,9,312.52,livré,CASABLANCA,virement,L010,2023-03-13
CMD002426,C00315,P011,29/03/2024,10,2863.6,LIVRE,Tnja,virement,L019,2024-04-01
CMD000591,C00843,P020,Nov 24 2022,4,288.12,livré,Casablanca,carte_bancaire,L004,2022-12-01
CMD001347,C00873,P009,2024-02-29,6,10895.87,retourné,MARRAKECH,virement,L004,2024-03-14
CMD004489,C00568,P023,06/06/2022,10,2476.32,annule,MARRAKECH,wafacash,L009,
CMD003254,C00625,P017,03/08/2024,10,412.37,en_cours,MEKNES,virement,L003,
CMD003256,C00085,P022,24/02/2024,10,838.71,annule,Casablanca,cash,L006,
CMD001439,C00104,P005,Feb 17 2024,5,8893.57,livré,Meknès,wafacash,L019,2024-02-24
CMD004435,C00454,P007,26/11/2022,1,16043.64,livre,casablanca,wafacash,L027,2022-11-28
CMD003593,C00080,P027,Jan 01 2023,7,345.67,livré,TNG,cash,L028,2023-01-05
CMD001223,C00579,P011,2022-02-09,8,3251.16,livre,AGADIR,carte_bancaire,L010,2022-02-11
CMD002844,C00566,P023,16/09/2023,3,2605.81,OK,Tanger,cash,L017,2023-09-17
CMD001310,C00658,P011,Jan 17 2023,10,2742.03,livre,agadir,wafacash,L008,2023-01-24
CMD003859,C00636,P013,Mar 30 2024,6,1972.91,livré,Fès,carte_bancaire,L003,2024-04-01
CMD002809,C00775,P031,25/06/2022,9,898.47,livre,tanger,cash,L019,2022-07-01
CMD000471,C00335,P002,Jan 09 2024,3,9438.26,DONE,agadir,virement,L009,2024-01-14
CMD004545,C01066,P001,2024-04-03,1,13085.58,retourne,FES,virement,L007,2024-04-16
CMD004892,C01126,P006,20/04/2023,2,21363.98,livré,Marrakesh,virement,L020,2023-04-23
CMD004257,C00150,P002,28/11/2023,8,8676.63,annule,Casa,cash,L025,
CMD000553,C00719,P008,01/05/2023,6,13414.86,livré,Marrakesh,carte_bancaire,L029,2023-05-03
CMD001448,C00055,P032,2022-05-15,1,898.58,livré,CASABLANCA,virement,L001,2022-05-22
CMD002137,C00505,P027,2024-01-18,8,374.03,retourné,MEKNES,wafacash,L024,2024-01-29
CMD002242,C00118,P029,01/11/2022,2,319.19,livré,CAS,cash,L022,2022-11-07
CMD000457,C01099,P024,07/04/2022,9,1103.18,DONE,rabat,cash,L011,2022-04-13
CMD001602,C00431,P022,2022-02-16,6,936.88,en_cours,casablanca,cmi,,
CMD001701,C00587,P011,2024-02-27,6,2761.95,livré,tanger,cash,L027,2024-02-29
CMD004764,C01001,P019,15/07/2022,4,1487.27,en_cours,MARRAKECH,cash,L009,
CMD000668,C00896,P031,2022-10-04,3,976.0,DONE,Marrakesh,cash,L025,2022-10-06
CMD000358,C00691,P010,11/05/2024,7,14779.17,DONE,TNG,cmi,L019,2024-05-16
CMD004639,C01023,P008,2024-03-06,2,13604.13,annulé,marrakech,virement,L011,
CMD004142,C00980,P021,2023-03-07,9,476.08,retourne,RABAT,carte_bancaire,L014,2023-03-12
CMD000322,C00086,P017,2023-11-05,4,399.89,retourné,Casa,virement,L017,2023-11-10
CMD000097,C00815,P021,09/07/2024,6,512.4,en_cours,rabat,wafacash,L006,
CMD001168,C01052,P012,03/12/2023,7,2579.88,retourné,FES,virement,L026,2023-12-07
CMD001181,C01166,P003,23/09/2024,4,5136.47,en_cours,Tnja,wafacash,L002,
CMD000013,C00371,P022,Feb 27 2023,7,867.06,DONE,Fès,cash,L016,2023-03-04
CMD000991,C00345,P003,Jan 28 2022,8,4701.39,livré,MEKNES,virement,L029,2022-02-01
CMD003939,C00457,P014,Jun 17 2023,3,790.29,annule,RABAT,virement,L001,
CMD004401,C00556,P031,2022-08-25,1,1093.76,livré,Rabat,wafacash,,2022-08-26
CMD002929,C00205,P006,2024-05-24,6,19983.61,livré,Tnja,virement,L024,2024-05-28
CMD003424,C00482,P015,2023-05-05,5,1405.06,OK,casablanca,cmi,L017,2023-05-09
CMD004282,C01075,P011,2024-02-01,1,3223.7,retourné,rabat,virement,L018,2024-02-07
CMD003495,C00723,P006,11/03/2024,10,20075.39,retourne,TANGER,virement,,2024-03-23
CMD000588,C00829,P028,Jun 23 2024,1,196.54,livre,Fez,carte_bancaire,L023,2024-06-30
CMD001841,C00133,P029,2022-09-18,8,279.38,livre,fes,carte_bancaire,L004,2022-09-20
CMD002998,C01152,P023,May 16 2024,8,2665.55,OK,Agadir,virement,L003,2024-05-18
CMD001709,C00554,P008,18/08/2023,1,11301.25,annule,RABAT,cmi,L019,
CMD002440,C00112,P018,2023-04-26,1,594.33,livré,Rabat,virement,L013,2023-05-02
CMD000984,C00977,P031,2024-08-10,7,1057.93,DONE,Casablanca,carte_bancaire,L007,2024-08-15
CMD003261,C00449,P012,2023-08-08,10,2372.7,retourne,Casablanca,cash,L018,2023-08-12
CMD002138,C00903,P030,Aug 18 2024,6,87.15,KO,AGADIR,carte_bancaire,L006,
CMD004501,C00237,P022,10/11/2023,10,823.78,en_cours,Casa,wafacash,L011,
CMD003460,C00710,P001,2022-08-01,3,12026.53,en_cours,Meknès,cmi,L004,
CMD001542,C00030,P009,2024-03-04,8,10453.54,retourné,Rabat,cmi,L024,2024-03-15
CMD004969,C00376,P009,2023-10-23,1,11553.91,annulé,rabat,wafacash,L022,
